Angles_Elbow_Right,Angles_Elbow_Left,Angles_Shoulder_Right,Angles_Shoulder_Left,Angles_Hip_Right,Angles_Hip_Left,Angles_Wrist_Right,Angles_Wrist_Left,Angles_Shoulder_lateral_Left,Angles_Shoulder_lateral_right,Angles_Shoulder_lateral2_Left,Angles_Shoulder_lateral2_right,Angles_Hand_Left,Angles_Hand_right,Angles_Hand_lateral_Left,Angles_Hand_lateral_right,y
352.3769267067588,39.15274455872679,24.83914688103192,336.6543395299612,336.2115045682103,21.406423425208555,106.26020470831196,135.0,319.5020049350212,43.31178202575859,259.16125266290544,109.67686580656148,1.005086005254172,285.2551187030578,226.00508600525416,178.9949139947458,Start_position
254.50515140086137,41.76450089024561,23.953760999309186,338.1163084550677,337.2270028516536,22.88494908267485,225.0,184.3987053549955,319.7003990340921,43.68982766160079,261.8679333089169,106.65609050745265,45.40066325579216,308.2901631922431,221.0019579007966,83.29016319224307,Start_position
352.5418724071768,25.129966479484324,25.92714048992019,337.9176258919482,336.7658177775238,18.99298827235536,33.69006752597978,217.30394827798344,317.860786161579,46.75427989672313,258.52431078371313,108.38609386211436,54.35297925009325,205.34617594194668,197.04903097210985,171.6561084159669,Start_position
354.2609015019104,23.481390682607685,25.62898387881906,337.3077574775382,337.4418689830204,18.9376204727908,77.47119229084849,244.6538240580533,316.9454834869821,46.55238938649018,257.82854179141253,108.26790620724113,84.93638314696992,255.96375653207352,200.28255908891663,178.492564241225,Start_position
341.89623696549336,37.658774188635846,25.261576048122432,338.9736268563406,338.3668379414238,16.83134392433705,206.565051177078,233.9726266148964,318.73275695879784,45.81875754513832,258.9062769884422,108.10376303450664,89.06844340192252,9.039482803355122,215.0958167870261,162.47443162627712,Start_position
48.37269937711039,314.86967146842136,22.05192762304356,345.43720537427413,339.0800245509637,13.551422659276325,166.61562201276544,186.0781999944984,324.8296866770968,43.04509760803168,264.4791387159907,106.88410682529432,342.605373660711,22.261741921046337,156.52717366621266,215.6461199082809,Double_Tan_Sau
48.843106603632165,310.7993777953646,13.091720949903298,352.93140488299684,347.50661228260094,6.343762524865263,183.4968411826937,177.07560585573358,331.7957713283722,34.49848078647195,271.44109929212215,98.4504835487434,332.7797524591934,23.19114660313881,155.70414660345978,199.6943054204451,Double_Tan_Sau
48.73242902083823,309.5235287309928,12.372632812849812,353.9107245373363,348.23391746737417,5.231943761994941,184.7396408270184,175.03482940664216,332.67856388833314,33.663130161009605,271.70454395339874,97.27151508235328,334.5922818910515,22.783526649576,159.55745248440937,198.0438858225576,Double_Tan_Sau
49.01332193621704,307.6878817110908,11.682001920898054,355.6523495798796,349.18486125333783,3.675708678382672,184.8728161972543,174.53915390631462,334.18108568756287,33.33793460333347,273.1933422128878,96.85744679673856,330.3361593555392,21.65087524628913,155.79700544922463,196.7780590490348,Double_Tan_Sau
49.54592913206179,308.5866958571339,11.755127969912046,355.8513800159177,349.2072796340829,3.537528682289428,183.30738416991645,173.64033976027153,334.08476377229874,33.66463559941153,273.1933422128878,96.90815446500751,328.4446480241008,22.16634582208245,154.8043082638292,198.85896165216604,Double_Tan_Sau
